participante;nomeParticipante;tipoParticipante;dataHoraInicioOperacao
08253539;COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL;DRCT;2020-11-03T09:30:00.000Z
08488377;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;IDRT;2020-11-03T09:30:00.000Z
08560508;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;IDRT;2020-11-03T09:30:00.000Z
08561701;PAGSEGURO INTERNET S.A.;DRCT;2020-11-03T09:30:00.000Z
08624548;COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS;IDRT;2020-11-03T09:30:00.000Z
08647473;COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE CORONEL FREITAS - CRESOL CORONEL FREITAS;IDRT;2020-11-03T09:30:00.000Z
08652872;COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SANTA TEREZINHA DO PROGRESSO - CRESOL SANTA TEREZINHA DO PROGRESSO;IDRT;2020-11-03T09:30:00.000Z
08742188;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;IDRT;2020-11-03T09:30:00.000Z
08744817;DOCK SOLUCOES EM MEIOS DE PAGAMENTO S A;IDRT;2020-11-03T09:30:00.000Z
08795285;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LEME - SICOOB CREDIACIL;IDRT;2020-11-03T09:30:00.000Z
08805562;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TIRADENTES DO SUL - CRESOL TIRADENTES DO SUL;IDRT;2020-11-03T09:30:00.000Z
08844074;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE ITAPETININGA - SICOOB CRED-ACI;IDRT;2020-11-03T09:30:00.000Z
08850613;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CENTRAIS ELÉTRICAS DE SANTA CATARINA - CREDELESC;IDRT;2020-11-03T09:30:00.000Z
09004796;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB CRED-ACILPA;IDRT;2020-11-03T09:30:00.000Z
09033698;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;IDRT;2020-11-03T09:30:00.000Z
09089356;GERENCIANET S.A.;DRCT;2020-11-03T09:30:00.000Z
09187555;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ENGENHEIROS, ARQUITETOS, AGRÔNOMOS E AFINS DO ESTADO DO RIO GRANDE DO SUL - PROJETA UNICRED;IDRT;2020-11-03T09:30:00.000Z
09244973;COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC;IDRT;2020-11-03T09:30:00.000Z
09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;DRCT;2020-11-03T09:30:00.000Z
09330158;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TREZE DE MAIO - CRESOL TREZE DE MAIO;IDRT;2020-11-03T09:30:00.000Z
09343038;COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;IDRT;2020-11-03T09:30:00.000Z
09403026;COOPERATIVA DE CRÉDITO DO CENTRO LESTE E NORTE MARANHENSE - SICOOB CENTRO LESTE E NORTE MARANHENSE;IDRT;2020-11-03T09:30:00.000Z
09424988;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;IDRT;2020-11-03T09:30:00.000Z
09433005;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE IRINEÓPOLIS - CRESOL IRINEÓPOLIS;IDRT;2020-11-03T09:30:00.000Z
09463721;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO;IDRT;2020-11-03T09:30:00.000Z
09488496;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL;IDRT;2020-11-03T09:30:00.000Z
09512539;COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;IDRT;2020-11-03T09:30:00.000Z
09552111;COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;IDRT;2020-11-03T09:30:00.000Z
09554480;SUPER PAGAMENTOS E ADMINISTRAÇÃO DE MEIOS ELETRÔNICOS S.A.;DRCT;2020-11-03T09:30:00.000Z
09576849;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA;IDRT;2020-11-03T09:30:00.000Z
09579249;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE AMERICANA, LIMEIRA E REGIÃO - SICOOB ACICRED;IDRT;2020-11-03T09:30:00.000Z
09590601;COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;IDRT;2020-11-03T09:30:00.000Z
09639338;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE;IDRT;2020-11-03T09:30:00.000Z
10143499;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.;IDRT;2020-11-03T09:30:00.000Z
10143743;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;IDRT;2020-11-03T09:30:00.000Z
10175348;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE SOROCABA E REGIÃO – SICOOB COOPERASO;IDRT;2020-11-03T09:30:00.000Z
10209619;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;IDRT;2020-11-03T09:30:00.000Z
10218474;COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;IDRT;2020-11-03T09:30:00.000Z
10262276;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;IDRT;2020-11-03T09:30:00.000Z
10264663;BANCOSEGURO S.A.;DRCT;2020-11-03T09:30:00.000Z
10311218;COOPERATIVA DE CRÉDITO DA REGIÃO DO SUDOESTE DO PARANÁ - EVOLUA;IDRT;2020-11-03T09:30:00.000Z
10319386;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL – SICOOB CENTRO SUL MS;IDRT;2020-11-03T09:30:00.000Z
10348181;COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E LITORAL CATARINENSE – SICREDI VALE LITORAL SC;IDRT;2020-11-03T09:30:00.000Z
10398952;CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;DRCT;2020-11-03T09:30:00.000Z
10453077;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE POUSO REDONDO - CRESOL POUSO REDONDO;IDRT;2020-11-03T09:30:00.000Z
10520232;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RONDÔNIA - CRESOL RONDÔNIA;IDRT;2020-11-03T09:30:00.000Z
10573521;MERCADOPAGO.COM REPRESENTACOES LTDA.;DRCT;2020-11-03T09:30:00.000Z
10664513;BANCO AGIBANK S.A.;DRCT;2020-11-03T09:30:00.000Z
10736214;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;IDRT;2020-11-03T09:30:00.000Z
10808037;COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS - SICOOB CREDEMPRESAS-AM;IDRT;2020-11-03T09:30:00.000Z
11165756;GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;DRCT;2020-11-03T09:30:00.000Z
11275560;Recargapay Pagamentos Ltda.;IDRT;2020-11-03T09:30:00.000Z
11565109;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI;IDRT;2020-11-03T09:30:00.000Z
11581339;MONEY PLUS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;DRCT;2020-11-03T09:30:00.000Z
11703662;TRAVELEX BANCO DE CÂMBIO S.A.;DRCT;2020-11-03T09:30:00.000Z
11907520;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;IDRT;2020-11-03T09:30:00.000Z
11969853;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DA COSTA OESTE - CRESOL COSTA OESTE;IDRT;2020-11-03T09:30:00.000Z
12384953;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;IDRT;2020-11-03T09:30:00.000Z
13009717;BANCO DO ESTADO DE SERGIPE S.A.;DRCT;2020-11-03T09:30:00.000Z
13059145;BEXS BANCO DE CÂMBIO S/A;DRCT;2020-11-03T09:30:00.000Z
13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A.;DRCT;2020-11-03T09:30:00.000Z
13370835;BPP INSTITUIÇÃO DE PAGAMENTO S.A.;DRCT;2020-11-03T09:30:00.000Z
13884775;HUB PAGAMENTOS S.A;DRCT;2020-11-03T09:30:00.000Z
13935893;IS2B - INTEGRATED SOLUTIONS TO BUSINESS S.A. ;IDRT;2020-11-03T09:30:00.000Z
14046512;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;IDRT;2020-11-03T09:30:00.000Z
14388334;PARANÁ BANCO S.A.;DRCT;2020-11-03T09:30:00.000Z
14568725;COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;IDRT;2020-11-03T09:30:00.000Z
14913919;COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;IDRT;2020-11-03T09:30:00.000Z
15111975;IUGU SERVICOS NA INTERNET S/A;DRCT;2020-11-03T09:30:00.000Z
15173776;BANCO CAPITAL S.A.;DRCT;2020-11-03T09:30:00.000Z
15357060;BANCO WOORI BANK DO BRASIL S.A.;DRCT;2020-11-03T09:30:00.000Z
16501555;STONE PAGAMENTOS S.A.;DRCT;2020-11-03T09:30:00.000Z
16564240;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS LIGADOS AO SINDICATO NACIONAL DOS APOSENTADOS, PENSIONISTAS E IDOSOS DA FORÇA SINDICAL - SICOOB COOPERNAPI;IDRT;2020-11-03T09:30:00.000Z
16651002;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI;IDRT;2020-11-03T09:30:00.000Z
16721078;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA – SICOOB COOPSEF;IDRT;2020-11-03T09:30:00.000Z
16779741;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;IDRT;2020-11-03T09:30:00.000Z
17184037;BANCO MERCANTIL DO BRASIL S.A.;DRCT;2020-11-03T09:30:00.000Z
17192451;BANCO ITAUCARD S.A.;IDRT;2020-11-03T09:30:00.000Z
17343510;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN;IDRT;2020-11-03T09:30:00.000Z
17351180;BANCO TRIANGULO S.A.;DRCT;2020-11-03T09:30:00.000Z
17361536;COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;IDRT;2020-11-03T09:30:00.000Z
17502881;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JUIZ DE FORA LTDA. - SICOOB CECREMEC;IDRT;2020-11-03T09:30:00.000Z
17819084;PAGGCERTO SOLUCOES EM PAGAMENTO S.A. ;IDRT;2020-11-03T09:30:00.000Z
18189547;CLOUD WALK MEIOS DE PAGAMENTOS E SERVICOS LTDA;IDRT;2020-11-03T09:30:00.000Z
18236120;NU PAGAMENTOS S.A.;DRCT;2020-11-03T09:30:00.000Z
18727053;PAGAR.ME PAGAMENTOS S.A. ;IDRT;2020-11-03T09:30:00.000Z
18966739;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TRÊS PONTAS LTDA. - SICOOB COPERSUL;IDRT;2020-11-03T09:30:00.000Z
19402130;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA.- SICOOB CECREF;IDRT;2020-11-03T09:30:00.000Z
19449602;COOPERATIVA DE CRÉDITO CREDCOOPER LTDA – SICOOB CREDCOOPER;IDRT;2020-11-03T09:30:00.000Z
19468242;ZOOP TECNOLOGIA E MEIOS DE PAGAMENTO S.A. ;IDRT;2020-11-03T09:30:00.000Z
19495266;COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - SICOOB COOPECIC;IDRT;2020-11-03T09:30:00.000Z
19581142;ATAR S/A;IDRT;2020-11-03T09:30:00.000Z
19869338;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;IDRT;2020-11-03T09:30:00.000Z
19875244;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DAS EMPRESAS, EMPREGADOS E PRESTADORES DE SERVIÇO DAS METALÚRGICAS, SIDERÚRGICAS E INDUSTRIAIS – SICOOB COPESITA;IDRT;2020-11-03T09:30:00.000Z
19962468;COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DOS ADVOGADOS DO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS;IDRT;2020-11-03T09:30:00.000Z
20018183;Stark Bank S.A.;IDRT;2020-11-03T09:30:00.000Z
20520298;ADIQ SOLUCOES DE PAGAMENTO S.A.;IDRT;2020-11-03T09:30:00.000Z
20961629;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A LTDA. – SICOOB CREDIVALE;IDRT;2020-11-03T09:30:00.000Z
21018182;BOLETOBANCÁRIO.COM TECNOLOGIA DE PAGAMENTOS LTDA.;DRCT;2020-11-03T09:30:00.000Z
21332862;CARTOS SOCIEDADE DE CRÉDITO DIRETO S.A.;DRCT;2020-11-03T09:30:00.000Z
21661202;COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO;IDRT;2020-11-03T09:30:00.000Z
21670187;COOPERATIVA DE CRÉDITO CREDIBOM LTDA. – SICOOB CREDIBOM;IDRT;2020-11-03T09:30:00.000Z
21797311;COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA. - SICOOB COFAL;IDRT;2020-11-03T09:30:00.000Z
21866694;COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;IDRT;2020-11-03T09:30:00.000Z
21995256;MAG PAGAMENTOS LTDA;IDRT;2020-11-03T09:30:00.000Z
22347623;CELER PROCESSAMENTO COMERCIO E SERVICO LTDA.;IDRT;2020-11-03T09:30:00.000Z
22371651;DMCARD MEIOS DE PAGAMENTO LTDA;IDRT;2020-11-03T09:30:00.000Z
22656789;COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;IDRT;2020-11-03T09:30:00.000Z
22724710;COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;IDRT;2020-11-03T09:30:00.000Z
22749014;COOPERATIVA DE CRÉDITO DA REGIÃO CENTRAL DE MINAS LTDA. – SICOOB UNIÃO CENTRAL;IDRT;2020-11-03T09:30:00.000Z
22753982;COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;IDRT;2020-11-03T09:30:00.000Z
22760839;COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;IDRT;2020-11-03T09:30:00.000Z
22896431;PICPAY SERVICOS S.A.;DRCT;2020-11-03T09:30:00.000Z
23114447;FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA;IDRT;2020-11-03T09:30:00.000Z
23256599;COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO MATO GROSSO DO SUL - CRESOL MS;IDRT;2020-11-03T09:30:00.000Z
23623636;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;IDRT;2020-11-03T09:30:00.000Z
23949522;COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;IDRT;2020-11-03T09:30:00.000Z
24048910;COOPERATIVA DE CRÉDITO CREDINTER LTDA. – SICOOB CREDINTER;IDRT;2020-11-03T09:30:00.000Z
24313102;BEPAY INSTITUICAO DE PAGAMENTO S.A.;IDRT;2020-11-03T09:30:00.000Z
24431221;COOPERATIVA DE CRÉDITO SICOOB TRANSAMAZÔNICA;IDRT;2020-11-03T09:30:00.000Z
24610065;COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ;IDRT;2020-11-03T09:30:00.000Z
24654881;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;IDRT;2020-11-03T09:30:00.000Z
24795049;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;IDRT;2020-11-03T09:30:00.000Z
24799033;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;IDRT;2020-11-03T09:30:00.000Z
24816123;VINDI PAGAMENTOS LTDA.;IDRT;2020-11-03T09:30:00.000Z
24830879;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;IDRT;2020-11-03T09:30:00.000Z
25021356;DLOCAL BRASIL PAGAMENTOS LTDA. ;IDRT;2020-11-03T09:30:00.000Z
25104230;ROADPASS PAYMENTS & URBAN MOBILITY LTDA;IDRT;2020-11-03T09:30:00.000Z
25353939;COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;IDRT;2020-11-03T09:30:00.000Z
25363615;COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DAS INSTITUIÇÕES JURÍDICAS DA UNIÃO EM MINAS GERAIS LTDA. SICOOB COOPJUS;IDRT;2020-11-03T09:30:00.000Z
25387655;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;IDRT;2020-11-03T09:30:00.000Z
25387671;COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;IDRT;2020-11-03T09:30:00.000Z
25387713;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE PARÁ DE MINAS LTDA - SICOOB CREDIRURAL;IDRT;2020-11-03T09:30:00.000Z
25395435;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;IDRT;2020-11-03T09:30:00.000Z
25404542;COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;IDRT;2020-11-03T09:30:00.000Z
25420696;COOPERATIVA DE CRÉDITO CREDIOESTE LTDA. - SICOOB CREDIOESTE;IDRT;2020-11-03T09:30:00.000Z
25528753;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE;IDRT;2020-11-03T09:30:00.000Z
25536764;COOPERATIVA DE CRÉDITO CREDILUZ LTDA. - SICOOB CREDILUZ;IDRT;2020-11-03T09:30:00.000Z
25606237;COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA – SICOOB CREDIRIODOCE;IDRT;2020-11-03T09:30:00.000Z
25626490;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG;IDRT;2020-11-03T09:30:00.000Z
25683434;COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;IDRT;2020-11-03T09:30:00.000Z
25683475;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA;IDRT;2020-11-03T09:30:00.000Z
25743311;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;IDRT;2020-11-03T09:30:00.000Z
25798596;COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR;IDRT;2020-11-03T09:30:00.000Z
26014175;COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI;IDRT;2020-11-03T09:30:00.000Z
26072728;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO OESTE MINEIRO LTDA. SICOOB UNIÃO CENTRO OESTE;IDRT;2020-11-03T09:30:00.000Z
26178111;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;IDRT;2020-11-03T09:30:00.000Z
26178533;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;IDRT;2020-11-03T09:30:00.000Z
26191078;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO SUL DO MARANHÃO – SICREDI SUL DO MARANHÃO;IDRT;2020-11-03T09:30:00.000Z
26359745;COOPERATIVA DE CRÉDITO SICOOBMAIS LTDA. – SICOOBMAIS;IDRT;2020-11-03T09:30:00.000Z
26408161;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;IDRT;2020-11-03T09:30:00.000Z
26408187;COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;IDRT;2020-11-03T09:30:00.000Z
26526166;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL MARANHENSE - SICOOB SUL MARANHENSE;IDRT;2020-11-03T09:30:00.000Z
26529420;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;IDRT;2020-11-03T09:30:00.000Z
26549311;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DE MATO GROSSO – SICREDI SUL MT;IDRT;2020-11-03T09:30:00.000Z
26555235;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;IDRT;2020-11-03T09:30:00.000Z
26960328;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA;IDRT;2020-11-03T09:30:00.000Z
27098060;BANCO DIGIO S.A.;DRCT;2020-11-03T09:30:00.000Z
27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;DRCT;2020-11-03T09:30:00.000Z
28127603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;DRCT;2020-11-03T09:30:00.000Z
28195667;BANCO ABC BRASIL S.A.;DRCT;2020-11-03T09:30:00.000Z
28683892;PAYMEE BRASIL SERVICOS DE PAGAMENTOS S/A;IDRT;2020-11-03T09:30:00.000Z
29062232;ALYMENTE BENEFICIOS E SIMILARES LTDA;IDRT;2020-11-03T09:30:00.000Z
29079725;BIT CAPITAL LTDA;IDRT;2020-11-03T09:30:00.000Z
30306294;BANCO BTG PACTUAL S.A.;DRCT;2020-11-03T09:30:00.000Z
30723871;BANQI INSTITUICAO DE PAGAMENTO LTDA. ;IDRT;2020-11-03T09:30:00.000Z
30723886;BANCO MODAL S.A.;DRCT;2020-11-03T09:30:00.000Z
30765018;GALAX PAY PAGAMENTOS ELETRONICOS LTDA;IDRT;2020-11-03T09:30:00.000Z
30980539;U4CRYPTO SOLUCOES TECNOLOGICAS E FINANCEIRAS SA;IDRT;2020-11-03T09:30:00.000Z
31804966;COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;IDRT;2020-11-03T09:30:00.000Z
31815293;COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;IDRT;2020-11-03T09:30:00.000Z
31872495;BANCO C6 S.A.;DRCT;2020-11-03T09:30:00.000Z
31880826;BANCO GUANABARA S.A.;DRCT;2020-11-03T09:30:00.000Z
31895683;BANCO INDUSTRIAL DO BRASIL S.A.;DRCT;2020-11-03T09:30:00.000Z
32024691;COMPANHIA GLOBAL DE SOLUCOES E SERVICOS DE PAGAMENTOS S.A.;IDRT;2020-11-03T09:30:00.000Z
32192325;MADEIRA ADMINISTRADORA DE CARTOES S/A;IDRT;2020-11-03T09:30:00.000Z
32219232;SPIN PAY SERVICOS DE PAGAMENTOS LTDA. ;IDRT;2020-11-03T09:30:00.000Z
32428294;COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;IDRT;2020-11-03T09:30:00.000Z
32430233;COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;IDRT;2020-11-03T09:30:00.000Z
32467086;COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;IDRT;2020-11-03T09:30:00.000Z
